406,-390,-968,95617
484,-375,-937,95638
546,-453,-984,95663
593,-468,-1000,95684
640,-468,-984,95706
656,-468,-968,95726
625,-421,-984,95747
593,-390,-984,95768
562,-328,-968,95789
468,-265,-968,95821
421,-281,-1000,95841
390,-343,-984,95863
343,-375,-968,95884
296,-359,-1015,95905
203,-312,-1078,95926
125,-218,-1093,95947
78,-203,-1031,95968
46,-140,-1062,95994
-62,-62,-1171,96015
-171,62,-1203,96036
-187,125,-1078,96056
-125,62,-953,96077
-62,-46,-1000,96099
-140,-15,-1031,96120
-218,93,-984,96141
-265,203,-968,96161
-265,265,-968,96182
-296,296,-1000,96203
-359,406,-1031,96236
-375,484,-1015,96246
-375,515,-1000,96268
-343,500,-984,96299
-296,453,-984,96314
-265,359,-984,96335
-218,265,-1015,96356
-203,234,-1031,96387
-171,187,-1015,96408
-156,156,-1015,96429
-125,125,-1015,96450
-93,125,-1031,96471
-62,93,-1093,96493
-15,62,-1078,96513
15,31,-1093,96535
46,0,-1093,96556
62,15,-1046,96576
62,0,-1031,96597
109,-62,-1015,96618
171,-187,-1015,96645
218,-265,-1000,96665
296,-312,-953,96686
328,-312,-937,96708
343,-359,-968,96729
406,-390,-953,96749
437,-390,-937,96770
406,-328,-921,96792
343,-218,-906,96823
328,-156,-921,96844
281,-93,-890,96866
281,-62,-875,96887
234,-15,-937,96907
156,31,-953,96928
78,62,-968,96949
-31,-15,-968,96974
-78,-62,-968,96995
-109,-78,-968,97016
-187,0,-953,97037
-156,46,-890,97058
-156,78,-890,97078
-109,78,-968,97099
-156,218,-1109,97121
-93,218,-1062,97142
0,218,-906,97163
109,203,-859,97183
171,140,-890,97204
281,78,-921,97225
421,-46,-953,97246
515,-171,-1093,97268
625,-234,-1093,97290
671,-234,-1015,97315
703,-171,-968,97337
671,-62,-1093,97357
656,-140,-1218,97378
687,-312,-1234,97399
734,-453,-1171,97420
671,-390,-1125,97451
562,-343,-1203,97472
515,-296,-1156,97494
468,-296,-1093,97515
437,-296,-1140,97536
437,-343,-1125,97557
359,-281,-1046,97578
218,-171,-1093,97599
234,-203,-984,97622
62,-93,-1109,97647
15,-93,-1125,97667
15,-93,-1015,97688
-15,-93,-968,97709
-296,78,-984,97730
-296,0,-1031,97751
-265,-62,-1015,97772
-359,46,-984,97793
-421,93,-953,97814
-437,140,-828,97835
-437,156,-843,97856
-437,46,-953,97878
-406,62,-921,97909
-375,109,-859,97930
-390,125,-875,97951
-359,125,-875,97966
-328,78,-937,97987
-281,0,-1000,98017
-250,15,-1000,98038
-187,0,-968,98059
-93,31,-953,98080
-31,0,-921,98101
78,-62,-953,98121
125,-109,-1015,98143
140,-109,-1046,98164
171,-140,-1093,98185
203,-171,-1140,98206
234,-187,-1187,98227
421,-187,-1234,98270
515,-234,-1250,98280
578,-250,-1281,98295
656,-265,-1328,98317
718,-281,-1328,98337
828,-359,-1234,98359
875,-359,-1125,98380
828,-343,-1031,98401
750,-312,-1062,98422
656,-265,-1031,98442
578,-218,-984,98474
578,-234,-1031,98495
500,-203,-1156,98517
421,-218,-1250,98537
390,-203,-1250,98558
375,-156,-1171,98580
265,-46,-1156,98601
265,-46,-1093,98627
250,-109,-1062,98647
156,-109,-1093,98668
62,-31,-1031,98689
15,31,-984,98709
31,-62,-1031,98730
-93,-46,-1109,98752
-250,-15,-1156,98772
-203,-46,-1078,98793
-203,-46,-1015,98814
-234,15,-921,98835
-328,156,-828,98867
-328,203,-781,98888
-312,125,-843,98910
-312,78,-921,98931
-359,93,-937,98941
-359,140,-906,98966
-328,156,-812,98988
-296,171,-843,99019
-265,109,-906,99040
-234,62,-937,99060
-203,31,-968,99082
-140,31,-953,99103
-109,78,-968,99123
-15,62,-1015,99145
46,31,-1062,99166
125,31,-1015,99187
156,62,-1000,99208
187,109,-1000,99228
218,109,-1046,99249
265,15,-1093,99270
343,-15,-1109,99295
375,-62,-1109,99316
468,-109,-1156,99338
562,-140,-1203,99358
593,-156,-1296,99380
734,-203,-1265,99401
781,-203,-1171,99422
765,-156,-1093,99453
718,-187,-1109,99474
687,-218,-1140,99495
640,-234,-1125,99526
593,-203,-1109,99537
484,-93,-1125,99569
437,-46,-1140,99591
421,-46,-1171,99601
328,-46,-1203,99626
265,-46,-1156,99647
281,31,-1046,99668
281,62,-906,99689
156,140,-906,99709
31,78,-1203,99730
109,-171,-1296,99751
156,-140,-1171,99771
78,156,-890,99793
-140,312,-875,99814
-93,140,-1062,99846
-15,-93,-1109,99867
-78,-62,-1015,99888
-218,156,-875,99909
-234,171,-734,99931
-171,140,-734,99946
-171,109,-765,99966
-265,78,-968,99997
-265,93,-953,100019
-281,171,-890,100040
-312,250,-828,100061
-265,250,-812,100081
-265,234,-843,100103
-265,203,-937,100124
-218,140,-937,100145
-187,93,-890,100167
-125,109,-921,100188
-93,62,-984,100209
-31,-15,-1031,100230
78,-31,-968,100251
109,93,-968,100276
125,140,-1015,100296
125,187,-1078,100317
125,250,-1062,100338
187,171,-1046,100359
265,78,-1062,100390
359,62,-1078,100412
390,62,-1078,100433
453,78,-1109,100454
515,0,-1187,100475
609,-78,-1218,100496
703,-93,-1234,100516
734,-78,-1218,100537
734,46,-1093,100559
718,62,-1031,100580
687,0,-1046,100606
656,-15,-1093,100628
593,-62,-1171,100649
546,-78,-1187,100669
515,0,-1156,100690
468,78,-1109,100711
421,156,-1046,100732
343,140,-1125,100752
296,93,-1218,100773
281,0,-1140,100795
187,62,-968,100826
78,93,-984,100847
156,15,-984,100869
156,-78,-1078,100890
140,-125,-1062,100911
31,-46,-1093,100921
-140,156,-875,100957
-171,93,-937,100977
-250,0,-1031,100998
-375,15,-1046,101019
-343,0,-921,101040
-328,0,-843,101061
-421,46,-906,101082
-437,46,-921,101103
-359,46,-843,101124
-312,78,-796,101145
-328,140,-781,101166
-281,125,-796,101188
-281,62,-859,101209
-234,15,-937,101230
-156,0,-906,101251
0,15,-796,101277
31,62,-828,101298
93,46,-984,101329
156,15,-1015,101339
312,-78,-1078,101360
390,-78,-1187,101381
437,109,-1187,101412
421,312,-1156,101434
484,312,-1265,101455
546,171,-1375,101476
578,140,-1437,101497
578,171,-1406,101518
421,281,-1390,101539
312,406,-1250,101561
234,437,-1093,101582
218,343,-953,101607
203,218,-906,101628
62,218,-921,101650
0,234,-921,101671
-31,218,-875,101691
-31,156,-921,101712
-156,31,-1000,101733
62,343,-890,101754
15,46,-906,101775
156,31,-906,101807
109,15,-968,101828
187,-15,-859,101849
109,-15,-906,101870
62,15,-1046,101891
93,140,-1109,101912
343,562,-1156,101927
15,421,-1015,101948
62,31,-1031,101979
-109,-218,-1078,102000
-46,-140,-1125,102020
15,125,-687,102041
343,468,-468,102063
218,187,-1671,102084
234,250,-1375,102104
109,218,-875,102125
-31,31,-859,102147
-109,-31,-812,102168
-109,109,-906,102190
-93,171,-937,102211
-93,156,-984,102232
-93,140,-968,102257
-78,93,-875,102279
-15,125,-937,102299
0,125,-937,102320
46,171,-984,102340
46,218,-937,102361
46,281,-890,102382
31,250,-921,102403
-31,203,-921,102435
-46,171,-968,102446
-31,171,-1046,102477
-31,125,-1062,102498
-46,93,-1015,102519
-46,93,-906,102540
-31,93,-906,102561
0,125,-984,102573
0,140,-937,102608
0,156,-921,102629
0,156,-937,102649
-15,140,-953,102672
-31,93,-984,102692
-31,62,-1031,102713
-31,62,-968,102734
-31,93,-937,102755
-15,125,-953,102841
0,109,-953,102862
0,109,-968,102883
15,125,-984,102905
0,125,-984,102925
0,140,-984,102946
15,156,-968,102967
-15,140,-984,102993
-15,125,-984,103013
-15,125,-1015,103034
-15,109,-1000,103055
-31,93,-968,103076
-46,93,-921,103107
-31,93,-953,103128
-31,109,-968,103150
-46,93,-953,103171
-46,78,-953,103192
-31,93,-984,103213
0,125,-1046,103234
0,109,-1015,103255
-15,109,-968,103276
-15,125,-953,103298
-15,140,-953,103323
0,140,-984,103344
-15,109,-984,103364
-15,109,-1015,103386
0,109,-1015,103407
-15,93,-968,103427
-31,93,-984,103448
-31,109,-953,103469
-31,93,-953,103490
-31,109,-968,103511
-15,125,-968,103543
-31,109,-953,103554
-15,125,-968,103585
-15,109,-1000,103606
